NAME,SUBSCRIPTION,RESOURCE GROUP,LOCATION,STATUS,OPERATING SYSTEM,SIZE,PUBLIC IP ADDRESS,DISKS,UPDATE STATUS
"VWPBIMATCHED01","CspProd01","RGPBIMATCH","West Europe","Running","Windows","Standard_D8s_v3"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpbimatch/providers/microsoft.compute/virtualmachines/vwpbimatched01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPBIMATCHED02","CspProd01","RGPBIMATCH","West Europe","Running","Windows","Standard_D8s_v3"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpbimatch/providers/microsoft.compute/virtualmachines/vwpbimatched02""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPBIMATCHMD01","CspProd01","RGPBIMATCH","West Europe","Running","Windows","Standard_D4s_v3"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpbimatch/providers/microsoft.compute/virtualmachines/vwpbimatchmd01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPCONMON01","DsiTier0","infra-network-rg","West Europe","Stopped (deallocated)","Windows","Standard_D2s_v3"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/infra-network-rg/providers/microsoft.compute/virtualmachines/vwpconmon01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPIRADFAZ01","DsiProd01","RGPBIGDATA","West Europe","Running","Windows","Standard_D2s_v4"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpbigdata/providers/microsoft.compute/virtualmachines/vwpiradfaz01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPODA","DsiProd01","rgpoda","West Europe","Running","Windows","Standard_D4s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpoda/providers/microsoft.compute/virtualmachines/vwpoda""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"vwprbworkeraz01","DsiTier0","automation-rg","West Europe","Running","Windows","Standard_D2s_v3"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/automation-rg/providers/microsoft.compute/virtualmachines/vwprbworkeraz01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"vwpwvddevops","DsiTier0","rgpwvdimagesstaging","West Europe","Running","Windows","Standard_D2s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgpwvdimagesstaging/providers/microsoft.compute/virtualmachines/vwpwvddevops""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH10","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh10""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH11","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh11""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH12","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh12""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH13","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh13""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH14","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh14""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH15","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh15""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH16","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh16""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH17","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh17""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH18","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh18""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH19","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh19""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH20","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh20""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH21","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh21""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH22","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh22""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH23","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh23""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH24","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh24""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH25","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh25""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH26","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh26""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH27","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh27""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH28","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh28""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH29","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh29""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH30","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh30""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH31","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh31""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH32","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh32""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH33","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh33""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH34","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh34""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH35","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh35""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH36","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh36""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH37","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh37""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH38","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh38""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH39","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh39""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH40","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh40""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH41","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh41""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH42","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh42""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH43","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh43""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH44","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh44""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH45","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh45""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH46","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh46""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH47","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh47""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH48","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh48""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH49","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh49""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH50","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh50""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH51","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh51""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH52","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh52""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH53","DsiProd01","RGPWVD","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh53""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH54","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh54""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH55","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh55""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH56","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh56""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH57","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh57""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH58","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh58""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH59","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh59""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"VWPWVDSH60","DsiProd01","rgpwvd","West Europe","Running","Windows","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpwvd/providers/microsoft.compute/virtualmachines/vwpwvdsh60""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
